place_name,type,mention_count,total_digg,total_plays,max_followers,price_mentions,video_urls,confidence_high,popularity_score,aliases,gmaps_name,gmaps_place_id,gmaps_address,lat,lng,gmaps_rating,gmaps_reviews_count,gmaps_price_level,gmaps_phone,gmaps_website,gmaps_status,opening_hours_text,open_time,close_time,fuzzy_score,tiktok_raw,gmaps_raw,tiktok_score_norm,gmaps_score_norm,attraction_score,open_min,close_min,visit_duration_min,include_in_route
Quán nướng ngói Cù Đúc,chợ quán,1,113,8409,68800,,https://www.tiktok.com/@eatwithdien/video/7528458207006625041,0,10.95,,Quán nướng ngói Cu Đức,ChIJ3SpWHlITcTERwI8tbaaIqts,"6A Nguyễn Lương Bằng, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9513164,108.4355114,3.8,739,2,0962 686 848,https://www.facebook.com/nuongngoicuduc/,OPERATIONAL,Thứ Hai: 10:00–22:00 | Thứ Ba: 10:00–22:00 | Thứ Tư: 10:00–22:00 | Thứ Năm: 10:00–22:00 | Thứ Sáu: 10:00–22:00 | Thứ Bảy: 10:00–22:00 | Chủ Nhật: 10:00–22:00,10:00,22:00,90.9090909090909,10.95,25.11,0.0003,0.5618,0.2249,600,1320,45,True
Phủ Phê Đà Lạt,nhà hàng,1,51,9219,402,,https://www.tiktok.com/@phuphedl/video/7455275974356258056,1,10.97,,Phủ Phê quán,ChIJOxpt3TgTcTERkQE_E-F86a4,"8 Đường Pasteur, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9367072,108.4295815,4.3,318,2,0973 326 899,,OPERATIONAL,,,,88.6842105263158,15.97,24.79,0.0017,0.5547,0.2229,,,60,True
Quán cafe ngắm hoàng hôn,cafe,1,26300,1600000,222100,,https://www.tiktok.com/@dichoimoingay/video/7358722304156683527,1,196.3,,Vị Mây - Cafe View Hoàng Hôn Đà Lạt,ChIJGduil6YTcTERWLo25hYkkT0,"Hẻm 32 Đ. 3/4, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9192986,108.4415368,4.6,96,,0936 885 288,,OPERATIONAL,Thứ Hai: 10:00–23:00 | Thứ Ba: 10:00–23:00 | Thứ Tư: 10:00–23:00 | Thứ Năm: 10:00–23:00 | Thứ Sáu: 10:00–23:00 | Thứ Bảy: 10:00–23:00 | Chủ Nhật: 10:00–23:00,10:00,23:00,68.0,201.3,21.04,0.0547,0.4709,0.2212,600,1380,60,True
Vũ Đìêng Gió Coffee,cafe,1,324,88400,4789,,https://www.tiktok.com/@vudieugio/video/7445903806765763841,0,19.16,,Gió Đà Lạt The Coffee,ChIJ56UVqQoTcTERmmfPgUEzzoU,"33 Hoàng Hoa Thám, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9383682,108.4635038,4,426,,0908 105 004,https://www.facebook.com/giodalatthecoffee,OPERATIONAL,Thứ Hai: 06:00–19:00 | Thứ Ba: 06:00–19:00 | Thứ Tư: 06:00–19:00 | Thứ Năm: 06:00–19:00 | Thứ Sáu: 06:00–19:00 | Thứ Bảy: 06:00–19:00 | Chủ Nhật: 06:00–19:00,06:00,19:00,66.66666666666667,19.16,24.23,0.0026,0.5421,0.2184,360,1140,60,True
Xưởng Kem Hoa,cafe,1,7810,323100,1332,,https://www.tiktok.com/@checkindalat24h/video/7579053153572736263,1,50.12,,Xưởng Kem Hoa,ChIJVXxCglITcTEROXaNcDLjc0U,"25 Đường Thi Sách, Cam Ly - Đà Lạt, Lâm Đồng, Việt Nam",11.9485487,108.4315289,4.1,306,2,0889 224 813,,OPERATIONAL,Thứ Hai: 09:00–21:00 | Thứ Ba: 09:00–21:00 | Thứ Tư: 09:00–21:00 | Thứ Năm: 09:00–21:00 | Thứ Sáu: 09:00–21:00 | Thứ Bảy: 09:00–21:00 | Chủ Nhật: 09:00–21:00,09:00,21:00,100,55.12,23.48,0.0129,0.5254,0.2179,540,1260,60,True
Chợ mới Đà Lạt,chợ quán,1,21400,533900,207700,,https://www.tiktok.com/@didalatcungtruc/video/7606909036549688597,1,84.79,,Chợ mới Dalat Center,ChIJz_bctigTcTERqSmbkab208Y,"Phan Bội Châu, Chợ mới center tần 2, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9440837,108.4380385,4.1,258,,0962 626 438,http://vikingfashion.vn/,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,81.66666666666667,89.79,22.78,0.0228,0.5098,0.2176,0,,45,True
Coffee farm,thiên nhiên,1,935,60100,71100,,https://www.tiktok.com/@two_peas_abroad/video/7549937570201816342,1,16.95,,Weasel coffee farm,ChIJJ0AAFQ8TcTERRPGYTR5geEA,"WFM8+XW3, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9348879,108.4673,4.3,259,,0263 3996 444,http://www.caphechondalat.com.vn/,OPERATIONAL,Thứ Hai: 07:30–17:30 | Thứ Ba: 07:30–17:30 | Thứ Tư: 07:30–17:30 | Thứ Năm: 07:30–17:30 | Thứ Sáu: 07:30–17:30 | Thứ Bảy: 07:30–17:30 | Chủ Nhật: 07:30–17:30,07:30,17:30,90.86206896551724,21.95,23.91,0.0034,0.535,0.2161,450,1050,90,True
Hoa Ven Rừng,địa điểm checkin,1,104,2500,816,,https://www.tiktok.com/@tiemangiadinhhoavenrung/video/7521937649511238920,1,10.35,,Rừng Hoa Đà Lạt,ChIJOx9FKZgScTERwkYUfayjAh4,"7A, 1 Đường Mai Anh Đào, Lâm Viên - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9812153,108.4538193,4,363,,0263 3811 233,http://fbio.com.vn/,OPERATIONAL,Thứ Hai: 07:00–20:00 | Thứ Ba: 07:00–20:00 | Thứ Tư: 07:00–20:00 | Thứ Năm: 07:00–20:00 | Thứ Sáu: 07:00–20:00 | Thứ Bảy: 07:00–20:00 | Chủ Nhật: 07:00–20:00,07:00,20:00,80.0,15.35,23.59,0.0015,0.5278,0.212,420,1200,30,True
Homestay C,homestay,1,26800,993200,42900,,https://www.tiktok.com/@dihetdalat/video/7574036754475404551,0,136.12,,Cá Homestay Đà Lạt,ChIJlxyLc2MTcTERWxLJc8jhFEY,"Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9691198,108.4395524,4.4,116,,0922 558 851,https://www.facebook.com/cathehomestay,OPERATIONAL,,,,95.23809523809523,136.12,20.95,0.0361,0.4689,0.2092,,,0,False
Quán Cà Phê Mây,cafe,8,103679,5272161,252100,,https://www.tiktok.com/@dao_duy_phuong/video/7590979517661940999,5,710.9,,Cà Phê Mây,ChIJ-4dhENYScTEReNTI8e72Zl4,"289 Phan Đình Phùng, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9498526,108.4346846,4.3,8,,,,OPERATIONAL,Thứ Hai: 06:30–22:00 | Thứ Ba: 06:30–22:00 | Thứ Tư: 06:30–22:00 | Thứ Năm: 06:30–22:00 | Thứ Sáu: 06:30–22:00 | Thứ Bảy: 06:30–22:00 | Chủ Nhật: 06:30–22:00,06:30,22:00,95.0,735.9,9.45,0.2076,0.2114,0.2091,390,1320,60,True
Dalart Glamping,homestay,1,163,34600,1418,,https://www.tiktok.com/@dalart_glampingg/video/7582146251852909842,1,13.62,,DaLart Glamping,ChIJz35WVjURcTERT78Au8d01LI,"QL20, Đa Thọ, Xuân Trường - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9439268,108.523693,4.4,189,,0933 488 006,https://www.facebook.com/profile.php?id=61567019425264,OPERATIONAL,,,,100,18.62,23.09,0.0025,0.5166,0.2081,,,0,False
Floating TOWN,cafe,1,26300,1200000,60300,,https://www.tiktok.com/@chulamreview/video/7596659252794723592,1,156.3,,Floating Town,ChIJtf7FnikHdDERlVQWrIKxs0Y,"Tổ 4 Thôn 2, Tà Nung, Cam Ly - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9210271,108.3410476,4.4,99,,0983 362 569,,OPERATIONAL,Thứ Hai: 06:30–18:30 | Thứ Ba: 06:30–18:30 | Thứ Tư: 06:30–18:30 | Thứ Năm: 06:30–18:30 | Thứ Sáu: 06:30–18:30 | Thứ Bảy: 06:30–18:30 | Chủ Nhật: 06:30–18:30,06:30,18:30,100,161.3,20.26,0.0433,0.4534,0.2073,390,1110,60,True
Dieu Thong Hotel,khách sạn,1,6809,168100,200300,,https://www.tiktok.com/@tuthoreview/video/7397796407630908679,1,33.62,,Dieu Thong Hotel,ChIJmf3FLxgTcTERu2G-EeptnEc,"P10, 18/4 Lê Văn Tám, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9372511,108.4547632,4.6,133,,0342 047 474,https://www.facebook.com/Kh%C3%A1ch-S%E1%BA%A1n-Di%E1%BB%87u-Th%C3%B4ng-420037795411300/?modal=admin_todo_tour,OPERATIONAL,,,,100,38.62,22.53,0.0082,0.5041,0.2066,,,0,False
Hoa Nham Minh,homestay,1,88,3969,715,,https://www.tiktok.com/@homenhaminh_dalat/video/7638125167322877191,1,10.48,,NHẬT MINH HOTEL ĐÀ LẠT,ChIJDXqfXYkTcTERtBptPirfVHY,"E34 KQH Phạm Hồng Thái, Xuân Hương - Đà Lạt, Lâm Đồng 66117, Việt Nam",11.9426033,108.4567837,4.6,142,,0813 999 139,https://www.facebook.com/nhatminhhoteldalat,OPERATIONAL,,,,71.42857142857143,15.48,22.83,0.0016,0.5108,0.2053,,,0,False
Khách sạn 3 sao trung tâm Đà Lạt,khách sạn,1,3747,256700,10600,600k/đêm,https://www.tiktok.com/@review.lt7/video/7603579388763917589,0,39.42,,Mai Thang Hotel - Khách Sạn 3 sao,ChIJkY3TDywTcTERMfenmVfy3to,"6, 8 Đường Hai Bà Trưng, Cam Ly - Đà Lạt, Lâm Đồng, Việt Nam",11.9423083,108.4318195,3.9,308,,0263 3535 788,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,67.85714285714286,39.42,22.36,0.0084,0.5003,0.2052,0,,0,False
Sola Cafe Dalat,cafe,3,48422,1424370,60300,,https://www.tiktok.com/@chulamreview/video/7634093050142149895 | https://www.tiktok.com/@thaoleader/video/7636004586985213204 | https://www.tiktok.com/@misolcoffee/video/7636216950393441557,2,158.2,,Cafe MISOL,ChIJ5T1PgZ4TcTERAghQLwE84VY,"Đường Lộc Quý, Xuân Trường - Đà Lạt, Lâm Đồng, Việt Nam",11.9434327,108.5161842,4.5,61,2,0977 339 562,https://www.facebook.com/MiSolcoffeedalat/,OPERATIONAL,Thứ Hai: 07:00–22:00 | Thứ Ba: 07:00–22:00 | Thứ Tư: 07:00–22:00 | Thứ Năm: 07:00–22:00 | Thứ Sáu: 07:00–22:00 | Thứ Bảy: 07:00–22:00 | Chủ Nhật: 07:00–22:00,07:00,22:00,84.21052631578947,230.86,18.57,0.0631,0.4156,0.2041,420,1320,60,True
Cicilia Rouge Dalat, khách sạn,1,140,10300,2949,,https://www.tiktok.com/@congtyhoadalattravel.vn/video/7630011968153193748,1,11.17,,CICILIA Rouge Dalat,ChIJlR70bVwTcTER7RQg7Fl6i_g,"15 Đường 3/4, street, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9307629,108.4466508,4.9,100,,0263 3816 868,http://www.ciciliadalat.com/,OPERATIONAL,,,,100,16.17,22.61,0.0018,0.506,0.2035,,,0,False
khu Hoà Bình,địa điểm checkin,1,5894,303800,5706,,https://www.tiktok.com/@dicunghaii/video/7485220055970565383,1,46.27,,Khu hoà bình đà lạt,ChIJNbZoLpETcTERuhJ-U2HnMYI,"1 Khu Hoà Bình, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9441761,108.435954,4.8,94,,,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,100,51.27,21.86,0.0118,0.4891,0.2027,0,,30,True
Xứ Sở Cổng Trời,địa điểm checkin,2,3546,340500,1029,,https://www.tiktok.com/@chu3thun/video/7618431180450336008,1,57.6,chỗ chụp hình,Xứ sở Cổng Trời,ChIJsbs-HAB1cTERiJppkmPh_zg,"39WG+MR6, Lang Biang - Đà Lạt, Lâm Đồng, Việt Nam",12.09635,108.377048,4.9,78,,,,OPERATIONAL,,,,100,62.6,21.41,0.015,0.4791,0.2007,,,30,True
Oday Coffee Home,homestay,1,6025,166500,71800,,https://www.tiktok.com/@odaycohomexinh/video/7623762181804543253,1,32.67,,Home Coffee,ChIJrTPj9SoTcTEREaOlzim8x6k,"3b/9/11, 3 Cô Giang, Lâm Viên - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9480786,108.4569971,4,230,,0263 3824 534,,OPERATIONAL,Thứ Hai: 06:30–18:00 | Thứ Ba: 06:30–18:00 | Thứ Tư: 06:30–18:00 | Thứ Năm: 06:30–18:00 | Thứ Sáu: 06:30–18:00 | Thứ Bảy: 06:30–18:00 | Chủ Nhật: 06:30–18:00,06:30,18:00,81.4814814814815,37.67,21.77,0.0079,0.4871,0.1996,390,1080,0,False
Bánh Mì Xíu Mai 79,chợ quán,1,36,1246,102,22 - 25k/ phần,https://www.tiktok.com/@openmymindforfood/video/7507858481882402066,1,10.16,,BÁNH MÌ XÍU MẠI 79,ChIJMaCpSlcTcTERMdS_6pzVS_0,"179 Ba Tháng Hai, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9389806,108.4300422,4.4,154,,0368 079 418,,OPERATIONAL,Thứ Hai: 06:30–11:00 | Thứ Ba: 06:30–11:00 | Thứ Tư: 06:30–11:00 | Thứ Năm: 06:30–11:00 | Thứ Sáu: 06:30–11:00 | Thứ Bảy: 06:30–11:00 | Chủ Nhật: 06:30–11:00,06:30,11:00,83.33333333333334,15.16,22.19,0.0015,0.4966,0.1995,390,660,45,True
Thác Hang Cọp,thiên nhiên,1,960,45800,5478,,https://www.tiktok.com/@lasapinettedalat/video/7511670124668046600,1,15.54,,Thác hang cọp,ChIJFx2ciKIRcTERspdCOiPECW4,"ấp Túy Sơn, Xuân Trường - Đà Lạt, Lâm Đồng, Việt Nam",11.949305,108.5479467,3.9,286,,,,CLOSED_TEMPORARILY,,,,100,20.54,22.07,0.003,0.4939,0.1994,,,90,True
Nhà hàng thiên đường,nhà hàng,1,14700,840400,42900,,https://www.tiktok.com/@dihetdalat/video/7537670988738137351,0,108.74,,Nhà Hàng Phù Đổng Đà Lạt,ChIJAQDbvR4TcTER_clLl9svzl0,"1B Quang Trung, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.944263,108.4565782,4,149,,0343 888 999,https://www.facebook.com/Phudongdalat?mibextid=LQQJ4d,OPERATIONAL,Thứ Hai: 06:00–22:00 | Thứ Ba: 06:00–22:00 | Thứ Tư: 06:00–22:00 | Thứ Năm: 06:00–22:00 | Thứ Sáu: 06:00–22:30 | Thứ Bảy: 06:00–22:30 | Chủ Nhật: 06:00–22:00,06:00,22:00,75.67567567567568,108.74,20.04,0.0282,0.4485,0.1963,360,1320,60,True
Bánh tráng nướng Cô Hiệp,chợ quán,1,4520,254900,5685,,https://www.tiktok.com/@quanngondalat/video/7474225694147415314,1,40.01,,Bánh Tráng Nướng Cô Hiệp,ChIJ6bIbdGoTcTERkaDivxYTfd4,"337 Đường Hai Bà Trưng, Cam Ly - Đà Lạt, Lâm Đồng, Việt Nam",11.9540423,108.4306079,3.7,302,,0944 120 850,https://www.facebook.com/share/g/S7bczqeiCQzvF2yY/?mibextid=K35XfP,OPERATIONAL,Thứ Hai: 14:30–23:00 | Thứ Ba: 14:30–23:00 | Thứ Tư: 14:30–23:00 | Thứ Năm: 14:30–23:00 | Thứ Sáu: 14:30–23:00 | Thứ Bảy: 14:30–23:00 | Chủ Nhật: 14:30–23:00,14:30,23:00,100,45.01,21.14,0.01,0.4731,0.1952,870,1380,45,True
Bếp Hứa Gia,nhà hàng,1,1090,77500,14600,,https://www.tiktok.com/@dienodalat.py/video/7630321185460440338,1,18.84,,BẾP HỨA GIA,ChIJEU1-FEltcTERjsaWMYKYWh8,"119 Đồng Tâm, Thành phố Đà Lạt, Lâm Đồng, Việt Nam",11.9346414,108.4242395,4.9,80,2,0975 029 277,https://www.facebook.com/bephuagia?mibextid=LQQJ4d,OPERATIONAL,Thứ Hai: 10:00–20:00 | Thứ Ba: 10:00–20:00 | Thứ Tư: 10:00–20:00 | Thứ Năm: 10:00–20:00 | Thứ Sáu: 10:00–20:00 | Thứ Bảy: Đóng cửa | Chủ Nhật: Đóng cửa,10:00,20:00,100,23.84,21.53,0.0039,0.4818,0.1951,600,1200,60,True
Lẩu Treo Hoàng Hôn,chợ quán,1,8,373,0,,https://www.tiktok.com/@lautreohoanghon/video/7638308815603125522,0,10.05,,Đà Lạt Hoàng Hôn Trại Mát,ChIJszrRQ8YTcTERrky19R-66FQ,"Vườn rau Trại Mát, Unnamed, Road, Xuân Trường - Đà Lạt, Lâm Đồng, Việt Nam",11.951613,108.490738,4.7,101,,0918 598 488,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,72.22222222222221,10.05,21.74,0.0,0.4864,0.1946,0,,45,True
The Blessed Virgin Hotel,khách sạn,1,31,748,1013,,https://www.tiktok.com/@hodotadalatnha/video/7607050820575710480,1,10.11,,Khách sạn Hodota The Blessed Virgin,ChIJ22by6OcTcTERSkdlOAz5Eqw,"164 Xô Viết Nghệ Tĩnh, Lang Biang - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9631647,108.4318737,4.7,96,,0981 209 453,,OPERATIONAL,,,,74.57627118644068,15.11,21.5,0.0014,0.4811,0.1933,,,0,False
Quán ngon Đà Lạt,chợ quán,1,21800,678900,5685,,https://www.tiktok.com/@quanngondalat/video/7419887760447737095,0,99.69,,Quán Ăn Ngon Đà Lạt,ChIJaa9b_u5tcTERo150_4pbFAM,"A22 Đường Trần Lê, Phường 4, Đà Lạt, Lâm Đồng 66115, Xuân Hương - Đà Lạt, Lâm Đồng 66116, Việt Nam",11.9373851,108.4279564,4.7,67,,0344 447 886,https://www.facebook.com/profile.php?id=100063551111664,OPERATIONAL,Thứ Hai: 11:00–02:00 | Thứ Ba: 11:00–02:00 | Thứ Tư: 11:00–02:00 | Thứ Năm: 11:00–02:00 | Thứ Sáu: 11:00–02:00 | Thứ Bảy: 11:00–02:00 | Chủ Nhật: 11:00–02:00,11:00,02:00,85.71428571428572,99.69,19.83,0.0256,0.4438,0.1929,660,1560,45,True
Si ☕🌿,cafe,1,31,616,2711,,https://www.tiktok.com/@sidalat.caphe/video/7638641386215984392,1,10.09,,Si Dalat,ChIJb6dUawITcTER9SW2gArX4RI,"42 Đường Phù Đổng Thiên Vương, Lâm Viên - Đà Lạt, Lâm Đồng 66100, Việt Nam",11.9590193,108.4426967,4.7,91,,0868 672 386,,OPERATIONAL,Thứ Hai: 06:00–21:30 | Thứ Ba: 06:00–21:30 | Thứ Tư: 06:00–21:30 | Thứ Năm: 06:00–21:30 | Thứ Sáu: 06:00–21:30 | Thứ Bảy: 06:00–21:30 | Chủ Nhật: 06:00–21:30,06:00,21:30,100,15.09,21.25,0.0014,0.4756,0.1911,360,1290,60,True
Nhà Thờ Vinh Sơn,thiên nhiên,1,340,11200,385,,https://www.tiktok.com/@daddydalat/video/7632503603315363080,1,11.46,,Nhà Thờ Vinh Sơn,ChIJYxgrByttcTERUj7zGkfSLlI,"51 Đ. Yết Kiêu, Cam Ly - Đà Lạt, Lâm Đồng, Việt Nam",11.9487432,108.4257497,4.8,80,,0263 3825 227,,OPERATIONAL,,,,100,16.46,21.09,0.0018,0.472,0.1899,,,90,True
Tavin Coffee,cafe,1,1537,49100,15700,,https://www.tiktok.com/@dalat_reels/video/7592931867377224980,1,16.45,,Mến Coffee,ChIJ5W9UecoTcTERxXZ_WxqPo-w,"27 Yersin, Phường, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9434165,108.4514492,4.7,86,,0977 383 072,https://cafedalat.net/,OPERATIONAL,Thứ Hai: 06:00–22:00 | Thứ Ba: 06:00–22:00 | Thứ Tư: 06:00–22:00 | Thứ Năm: 06:00–22:00 | Thứ Sáu: 06:00–22:00 | Thứ Bảy: 06:00–22:00 | Chủ Nhật: 06:00–22:00,06:00,22:00,72.72727272727273,21.45,20.99,0.0033,0.4697,0.1898,360,1320,60,True
Quán lẩu gà ớt hiểm Tụt nướng,chợ quán,2,44,4071,2300,,https://www.tiktok.com/@tutoidalat/video/7553478402427145480,2,20.45,Tiệm lẩu gà ớt hiểm,Lẩu Gà Ớt Hiểm ORIN,ChIJF2cu9vsTcTERaBaxsrzSZCA,"41 Đ. Nguyễn Đình Chiểu, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9508456,108.4610852,4.6,91,,0824 928 839,https://laugaorin.com/,OPERATIONAL,Thứ Hai: 11:00–22:00 | Thứ Ba: 11:00–22:30 | Thứ Tư: 11:00–22:00 | Thứ Năm: 11:00–22:00 | Thứ Sáu: 11:00–22:00 | Thứ Bảy: 11:00–22:00 | Chủ Nhật: 11:00–22:00,11:00,22:00,66.66666666666667,30.45,20.8,0.0058,0.4654,0.1897,660,1320,45,True
Vu Homestay Đà Lạt,homestay,1,24,304,3886,"3.x.x – 4.x.x /đêm, 5.x.x – 7.x.x /đêm",https://www.tiktok.com/@vuhomestaydalat25/video/7585116320832752903,1,10.05,,Vũ Homestay Đà Lạt,ChIJKWU9c7MTcTERRTleY4nZVI8,"25/34/3, Đường Nhà Chung, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9331851,108.4382726,4.9,73,,0375 446 420,,OPERATIONAL,,,,90.9090909090909,15.05,21.09,0.0014,0.4719,0.1896,,,0,False
Coffee Shops,cafe,1,175,9604,32900,,https://www.tiktok.com/@jacobj_lars/video/7625439166242802958,0,11.14,,DaLat Coffee,ChIJ4xKfb58TcTERkm7BpdBL9XA,"3bis Trần Hưng Đạo, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9369939,108.4440098,4.7,89,1,0354 735 735,,OPERATIONAL,Thứ Hai: 07:00–16:30 | Thứ Ba: 07:00–16:30 | Thứ Tư: 07:00–16:30 | Thứ Năm: 07:00–16:30 | Thứ Sáu: 07:00–16:30 | Thứ Bảy: 07:00–16:30 | Chủ Nhật: 07:00–16:30,07:00,16:30,81.66666666666667,11.14,21.15,0.0003,0.4732,0.1895,420,990,60,True
Rose Hill Dalat Villa,homestay,1,17,502,430,,https://www.tiktok.com/@rosehillvilladalat/video/7610641855058808084,1,10.07,,Rose Hill Villa Dalat,ChIJgc6twiptcTERORAMV2OjIlU,"70, 16 Đường Nguyễn An Ninh, Cam Ly - Đà Lạt, Lâm Đồng, Việt Nam",11.9520387,108.4259797,4.3,132,,0945 295 311,https://www.facebook.com/dalat.rosehill.villa,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,100,15.07,21.03,0.0014,0.4705,0.1891,0,,0,False
Đèo SaCom,thiên nhiên,1,87,5334,26400,,https://www.tiktok.com/@giaygiaydalat/video/7638543354824854791,1,10.62,,Đèo Sacom,ChIJtbLU10sVcTERoTBem1irnw0,"VCGX+4PR, Tuyền Lâm, Hiệp Thạnh, Lâm Đồng, Việt Nam",11.8753643,108.4492805,4.7,84,,,,OPERATIONAL,,,,100,15.62,20.88,0.0016,0.4672,0.1878,,,90,True
Mẻ C Coffee,cafe,1,242,5824,29400,,https://www.tiktok.com/@anhthuydaisy/video/7353807042613742849,0,10.82,,Coffee Me,ChIJya9k4l8TcTERTySHQM80BvI,"1 Đường Hoàng Văn Thụ, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9379481,108.42896,4.2,145,,0909 305 981,,OPERATIONAL,Thứ Hai: 06:30–22:00 | Thứ Ba: 06:30–22:00 | Thứ Tư: 06:30–22:00 | Thứ Năm: 06:30–22:00 | Thứ Sáu: 06:30–22:00 | Thứ Bảy: 06:30–22:00 | Chủ Nhật: 06:30–22:00,06:30,22:00,80.0,10.82,20.93,0.0002,0.4684,0.1875,390,1320,60,True
Cung đường Hàn Thuyên,địa điểm checkin,1,16000,486800,4567,,https://www.tiktok.com/@tiemcomganh/video/7590616146706042132,1,74.68,,Cung đường Tăng Thanh Hà,ChIJJ8SLgR8XcTERUE3nqULugls,"Tổ 5 Thôn, Trường Thọ, Xuân Trường - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.8799432,108.5676864,4.7,63,,0942 919 423,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,75.55555555555556,79.68,19.55,0.0199,0.4374,0.1869,0,,30,True
Cầu Treo Đa Nhim,địa điểm checkin,1,48800,1400000,5224,,https://www.tiktok.com/@quangdalatstudio/video/7343623713016925448,1,198.8,,Cầu treo thuỷ điện Đa Nhim Thượng,ChIJ6bXI0zURcTERLC6TkP9x06w,"XH9G+Q53, Lạc Dương, Lâm Đồng, Việt Nam",11.9699083,108.57555,4.5,44,,,,OPERATIONAL,,,,65.3061224489796,203.8,17.13,0.0554,0.3833,0.1866,,,30,True
Homestay B,homestay,1,26800,993200,42900,,https://www.tiktok.com/@dihetdalat/video/7574036754475404551,0,136.12,,Abahi homestay,ChIJk6vsf0ETcTERAMUGfNk0E98,"Hẻm 3đ, 3 b/1 3 Tháng 4, Xuân Hương - Đà Lạt, Lâm Đồng 66116, Việt Nam",11.9335085,108.445947,4.8,44,,0945 045 123,,OPERATIONAL,,,,83.33333333333334,136.12,18.27,0.0361,0.4089,0.1852,,,0,False
Village Story,địa điểm checkin,1,71,4773,25700,,https://www.tiktok.com/@viehongdidau/video/7632976770332921095,1,10.55,,Dalat Train Village,ChIJGTNSLQATcTERYePisXBD9dw,"1 Quang Trung, Lâm Viên - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.943687,108.4559259,4.9,65,,0706 998 888,https://www.dalattrainvillage.com/,OPERATIONAL,,,,76.92307692307692,15.55,20.53,0.0016,0.4594,0.1847,,,30,True
