place_name,type,mention_count,total_digg,total_plays,max_followers,price_mentions,video_urls,video_caption,confidence_high,popularity_score,aliases,gmaps_name,gmaps_place_id,gmaps_address,lat,lng,gmaps_rating,gmaps_reviews_count,gmaps_price_level,gmaps_phone,gmaps_website,gmaps_status,opening_hours_text,open_time,close_time,fuzzy_score
Tiệm Trà Phụng,cafe,1,578,13200,2567,,https://www.tiktok.com/@mylinhcute510/video/7634547284160122132,"Đi Đà Lạt uống trà sữa nướng + trái cây cùng tiệm trà Phụng ☕️🌲 

#dalat #tiemtraphung #caphedalat #reviewdalat #viral ",1,11.9,,Tiệm Trà Phụng Đà Lạt,ChIJNV9IKQATcTERswubg5OlsbY,"Hẻm 59 Đống Đa, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9202979,108.4411736,4.2,720,,0917 761 486,https://www.facebook.com/tiemtraphungdalat,OPERATIONAL,Thứ Hai: 13:00–22:00 | Thứ Ba: 13:00–22:00 | Thứ Tư: 13:00–22:00 | Thứ Năm: 13:00–22:00 | Thứ Sáu: 13:00–23:00 | Thứ Bảy: 13:00–23:00 | Chủ Nhật: 13:00–23:00,13:00,23:00,100
Một Bữa Cơm,cafe,1,113,16600,803,,https://www.tiktok.com/@motbuacom.dl/video/7587392658046569748,Tại sao nên ghé Một Bữa Cơm vào dịp lễ tết sắp tới #antruadalat #dalat #1phutdalat #motbuacom #comnha #comtrua #dalatangi #xuhuong ,1,11.77,,Một Bữa Cơm,ChIJ3xA_HwATcTERawPFD9QnDqE,"WCFV+HW2, Xuân Hương - Đà Lạt, Lâm Đồng 66116, Việt Nam",11.9239543,108.4447926,4.3,117,,0903 660 376,,OPERATIONAL,Thứ Hai: 10:00–14:00 | Thứ Ba: 10:00–14:00 | Thứ Tư: 10:00–14:00 | Thứ Năm: 10:00–14:00 | Thứ Sáu: 10:00–14:00 | Thứ Bảy: 10:00–14:00 | Chủ Nhật: 10:00–14:00,10:00,14:00,100
3 tiệm cà phê viral ở Đà Lạt,cafe,1,212,13100,789600,,https://www.tiktok.com/@nhandian/video/7635214351682522388,"Review chân thật 3 tiệm cà phê viral ở Đà Lạt nè, liệu có bị ""overrated"" quá hay không? #dalat #dalatreview #dalatcoffee #nhandian #fyp ",0,11.52,,Tiệm cà phê Cheo veooo,ChIJ-xejkDsTcTERpFMfI6ZLr5A,"116 Đ. Hùng Vương, Xuân Trường - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9381566,108.4823005,4.5,1862,2,0921 297 299,https://www.facebook.com/cheoveooo/,OPERATIONAL,Thứ Hai: 07:30–20:00 | Thứ Ba: 07:30–20:00 | Thứ Tư: 07:30–20:00 | Thứ Năm: 07:30–20:00 | Thứ Sáu: 07:30–20:00 | Thứ Bảy: 07:30–20:00 | Chủ Nhật: 07:30–20:00,07:30,20:00,65.11627906976744
Cơm tấm,khác,1,221,11000,770400,#giabaojewelry #congtyvangbacgiabao,https://www.tiktok.com/@congtyvangbacgiabao/video/7636600240900164871,Cơm tấm ngon Đà Lạt #giabaojewelry #congtyvangbacgiabao ,0,11.32,,Cơm tấm Mơ,ChIJmwk5MAATcTER85ErV8oUSCs,"21 Nguyễn Trãi, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.942037,108.4528691,4.8,197,,0948 723 579,,OPERATIONAL,Thứ Hai: 06:00–20:30 | Thứ Ba: 06:00–20:30 | Thứ Tư: 06:00–20:30 | Thứ Năm: 06:00–20:30 | Thứ Sáu: 06:00–21:30 | Thứ Bảy: 06:00–20:30 | Chủ Nhật: 06:00–20:30,06:00,20:30,97.35294117647058
Hidden Land,địa điểm checkin,1,269,6670,7374,,https://www.tiktok.com/@alvinodalat/video/7604836931930705160,"Xin chào, hôm nay mình giới thiệu đến mọi người một địa điểm check in “phải đến” khi đến Đà Lạt.
Ở Hidden Land đẹp quá, mọi thứ như trong tranh vậy, có bạn nào từng đến đây chưa?
#dalat #viral ",1,10.94,,Hidden Land Đà Lạt,ChIJyfncbz8TcTERCz0qYUJOdbw,"Đường Lâm Văn Thạnh, Xuân Trường - Đà Lạt, Lâm Đồng 67000, Việt Nam",11.9293672,108.484794,4.7,335,,0921 297 299,,OPERATIONAL,Thứ Hai: 07:30–18:30 | Thứ Ba: 07:30–18:30 | Thứ Tư: 07:30–18:30 | Thứ Năm: 07:30–18:30 | Thứ Sáu: 07:30–18:30 | Thứ Bảy: 07:30–18:30 | Chủ Nhật: 07:30–18:30,07:30,18:30,100
Tháp Vinaphone,địa điểm checkin,1,176,4963,77200,,https://www.tiktok.com/@tiemnuongchillxomleo/video/7639607677848472850,Đi Đà Lạt phải 1 lần checkin Tháp Vinaphone và ăn nướng săn tàu cùng nhau #dalat #tiemnuongchillxomleo #dalattrip #buoitoidalat #xomleo ,1,10.67,,Tháp Vinaphone Đà Lạt,ChIJMSk9bAATcTERxhaKDqIC2rQ,"1/12 Hồ Tùng Mậu, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9373658,108.4385854,4.9,23,,,,OPERATIONAL,,,,100
Tiệm Cà phê bên Suối,cafe,1,126,4725,1099,,https://www.tiktok.com/@hoang.anh.822/video/7493011221671709983,"Tiệm Cà phê bên Suối #caphedalat #dalat #vietnamtrip #vietnam 
T#xuhuong #Americatiktok #tiktok",1,10.6,,Tiệm cà phê Nhà Bên Suối,ChIJn9aAZVwVcTERjo5E0d2uDKI,"3 Trúc Lâm Yên Tử, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9022833,108.444353,4.1,1311,2,34549887,https://top1dexuat.com/dia-chi-tiem-ca-phe-nha-ben-suoi-da-lat/,OPERATIONAL,Thứ Hai: 07:00–18:30 | Thứ Ba: 07:00–18:30 | Thứ Tư: 07:00–18:30 | Thứ Năm: 07:00–18:30 | Thứ Sáu: 07:00–18:30 | Thứ Bảy: 07:00–18:30 | Chủ Nhật: 07:00–18:30,07:00,18:30,90.9090909090909
LUXURY HOTEL ĐÀ LẠT,khách sạn,1,89,4814,123400,rẻ,https://www.tiktok.com/@tiktokgapgiquaydo/video/7638409963882188040,"Một địa điểm lưu trú tại Đà Lạt đã đẹp mà lại còn rẻ nữa nè các bạn ơi…
Các bạn lên Đà Lạt thì nhớ tham khảo khách sạn này nha.
📍 LUXURY HOTEL ĐÀ LẠT ( 124 - Tô Hiến Thành - Đà Lạt )
#d#dalatreviewtravel#l#luxuryhoteldalat1#124tohienthanhdalatn#nhanghidalat",1,10.57,,Luxury Hotel - Đà Lạt,ChIJd8s0TasTcTERLgTRvMPP1bM,"124 Đường Tô Hiến Thành, Đà Lạt, Lâm Đồng 66122, Việt Nam",11.9295832,108.4432347,5,2,,0263 6299 993,,OPERATIONAL,,,,100
Thác Voi,địa điểm checkin,1,101,4368,29200,,https://www.tiktok.com/@tuandatvendalat/video/7583615500593138964,"Thác Voi là cả nhà , ngoại ô Đà Lạt nhé ☘️☘️ #thacvoi #vendalat #namban #dalat #linhantu ",1,10.54,,Thác Voi,ChIJoxDbRf5BcTERi7FL1XsaLU8,"Thác Voi, Nam Ban Lâm Hà, Lâm Đồng, Việt Nam",11.8230091,108.3364973,3.9,125,,,,,,,,100
Cheo veo cà phê,cafe,1,75,4509,353,,https://www.tiktok.com/@chagiotomthitsieungon/video/7598760559059750165,"Cheo veo cà phê

Mỗi lần cảm thấy căng thẳng mình sẽ ghé quán ngồi nhìn xa xăm, ngắm nhìn thung lũng🍃
#cheoveocoffee #dalatreview #caphedalat #dalatcoffee #lalamngaodu ",1,10.53,,Tiệm cà phê Cheo veooo,ChIJ-xejkDsTcTERpFMfI6ZLr5A,"116 Đ. Hùng Vương, Xuân Trường - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9381566,108.4823005,4.5,1862,2,0921 297 299,https://www.facebook.com/cheoveooo/,OPERATIONAL,Thứ Hai: 07:30–20:00 | Thứ Ba: 07:30–20:00 | Thứ Tư: 07:30–20:00 | Thứ Năm: 07:30–20:00 | Thứ Sáu: 07:30–20:00 | Thứ Bảy: 07:30–20:00 | Chủ Nhật: 07:30–20:00,07:30,20:00,81.08108108108108
Cơm Linh,quán ăn,1,219,2600,12300,,https://www.tiktok.com/@quancomlinhdalat/video/7639309889264848149,Bạn đang dùng bữa ở 2 chi nhánh cơm Linh vào những ngày đầu hè #quancomlinh #quancomdalat #comnhadalat #dalatangi #comnha ,1,10.48,,Quán cơm Linh,ChIJKS0nUgATcTER4oWQE7e240A,"31 KQH Phạm Hồng Thái, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9414509,108.4561451,,,,0978 262 824,https://quancomlinhdalat.com/,OPERATIONAL,"Thứ Hai: 10:30–15:00, 17:00–19:30 | Thứ Ba: 10:30–15:00, 17:00–19:30 | Thứ Tư: 10:30–15:00, 17:00–19:30 | Thứ Năm: 10:30–15:00, 17:00–19:30 | Thứ Sáu: 10:30–15:00, 17:00–19:30 | Thứ Bảy: 10:30–15:00, 17:00–19:30 | Chủ Nhật: 10:30–15:00, 17:00–19:30",10:30,15:00,91.19047619047619
Rendez-vous,cafe,1,18,4349,239,,https://www.tiktok.com/@rendezvous_dalat/video/7523389423199849735,"☕🍰 Rendez-vous – Góc nhỏ cho những buổi trà chiều lãng mạn hay cho 1 buổi tối hẹn hò yêu thương.
🎹 Live piano mỗi tối Thứ Bảy
⏰ 19:20 – 20:20
🕰 Mở cửa: 6:30 – 20:30
📍 142 Yersin,  P.9, Đà Lạt 
Không gian cổ điển, ấm cúng – nơi bạn có thể nhâm nhi trà ngon, bánh ngọt và để tâm hồn dịu lại.

Rendez-vous – Where every sip tells a story. 🌿
☕🍰 Rendez-vous – A cozy corner for romantic afternoon teas or a loving evening date.
🎹 Live piano every Saturday night
⏰ 7:20 PM – 8:20 PM
🕰 Open daily: 6:30 AM – 8:30 PM
📍 142 Yersin Street, Ward 9, Da Lat

Rendez-vous – Where every sip tells a story. 🌿
#xuhuong #xuhuongtiktok 
#CafeDaLat
#TeaTimeDaLat
#QuanTraDaLat
#DaLatCafe
#TramGiuaDaLat
#DaLatVibes
#ChillInDaLat
#TronVaoDaLat
#HiddenGemDaLat
#DaLatMood
#DaLatMoments
#DaLatTrip
#DaLatView
#GocNhoDaLat
#QuanDepDaLat
#DaLatCheckin
#ChieuDaLat
#TraVaNhac
#PianoAndTea
#VintageDaLat
#DaLatRetro
#RomanticDaLat
#MustTryInDaLat
#DaLatCafeTour
#DaLatFoodie 
#DaLatHiddenSpot 
#CheckInDaLat
#BestCafeInDaLat
#CafeViewDepDaLat
#SlowLivingDaLat
#RendezvousPianoNight
#DaLatTeaBlend
#RendezvousGarden
#TeaWithAStory
#RendezvousTeaAndCafe
#RendezvousMoments#
#WhereEverySipTellsAStory",1,10.45,,RENDEZ-VOUS TEA & CAFE,ChIJaT8EfAATcTERbRrIvIzjKTQ,"142 Yersin, Lâm Viên - Đà Lạt, Lâm Đồng 660000, Việt Nam",11.9450546,108.4532269,5,5,,0379 318 618,https://www.facebook.com/share/1PXaukiw99/,OPERATIONAL,Thứ Hai: 08:00–21:00 | Thứ Ba: 08:00–21:00 | Thứ Tư: 08:00–21:00 | Thứ Năm: 08:00–21:00 | Thứ Sáu: 08:00–21:00 | Thứ Bảy: 08:00–21:00 | Chủ Nhật: 08:00–21:00,08:00,21:00,85.96774193548387
DEVON COTTAGE Tea Room,cafe,1,33,3031,24,,https://www.tiktok.com/@caphedalatviewdep/video/7400256633311382791,"DEVON COTTAGE Tea Room in Dalat
#cafedalat #coffeetiktok #coffedalat #dalat #xh #xuhuong #xuhuong2024 #xhhhhhhhhhhhhhhhhhhhhhhh #fyp #viral #foryoupage ",1,10.34,,Tiệm trà Devon Cottage,ChIJDTdwAAATcTERFRec1Ybk2Yc,"9a Cô Giang, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9486993,108.4586885,4.3,30,,,,OPERATIONAL,,,,77.27272727272727
đồi chè cầu đất,thiên nhiên,1,101,2373,959,,https://www.tiktok.com/@thch.i.trekk/video/7635134436803218709,Săn mây đồi chè Cầu Đất 2/5 #sanmay #sanmaydalat #dalat #doichecaudat #viralvideo ,1,10.34,,Đồi Chè Cầu Đất,ChIJw3brp90WcTERTv8rLO16P2U,"Xuân Trường - Đà Lạt, Lâm Đồng, Việt Nam",11.8790807,108.5605075,4.4,2383,,,,OPERATIONAL,Thứ Hai: 06:00–18:00 | Thứ Ba: 06:00–18:00 | Thứ Tư: 06:00–18:00 | Thứ Năm: 06:00–18:00 | Thứ Sáu: 06:00–18:00 | Thứ Bảy: 06:00–18:00 | Chủ Nhật: 06:00–18:00,06:00,18:00,100
Khu vườn mùa hè,cafe,1,97,2118,688,,https://www.tiktok.com/@khuvuonmuahe/video/7529876407002959122,"Khu vườn mùa hè hẹn bạn 🌿🍃
📍27 hẻm 1 , đường Đặng Thái Thân , p3 , Đà lạt 
📞 093 6525327
#reviewdalat #dalattrip #khuvuonmuahecafe #khuvuonmuahedalat #caphedalat #dalatcoffee #quancaphedepdalat #xuhuong2024 #viralvideo #cafedalat #giangsinhdalat #lear#caphe#cafe#coffee#reviewcafe #khuvuonmuahecafe#dalat #foryou#viral #travel #hastag#delicious #vlog#xuhuong #fyp ",1,10.31,,Khu Vườn Mùa Hè,ChIJ5QlCZ6MTcTERODxqPibUdc0,"27 Hẻm, 1 Đường Đặng Thái Thân, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9317664,108.4527627,4.6,846,2,0931 864 961,,OPERATIONAL,Thứ Hai: 08:00–18:00 | Thứ Ba: 08:00–18:00 | Thứ Tư: 08:00–18:00 | Thứ Năm: 08:00–18:00 | Thứ Sáu: 08:00–18:00 | Thứ Bảy: 08:00–18:00 | Chủ Nhật: 08:00–18:00,08:00,18:00,100
Tiệm Cafe Nhớ Hoài,cafe,1,62,1531,116,,https://www.tiktok.com/@langthanglk/video/7552701224886275336,"TIỆM CAFE NHỚ HOÀI - Là một góc nhỏ giữa thành phố Đà Lạt ồn ào - nó nằm ngay dưới con dóc nhỏ nơi có những bậc cầu thang đặc trưng của những con dóc Đà Lạt - là nơi Trịnh Công Sơn đã đến với MoChico nàng thơ của ông trong những sáng tác về Đà Lạt về giấc sơ sương - hãy đến để trải nghiệm nổi Hoài cổ mộc mạc của 1 quán cafe góc đường.
#cafenhohoai #đalat #langthangđườngphố #khampha #xuhuongtiktok ",1,10.22,,Cà phê Tiệm may Nhớ Hoài,ChIJgabtscoTcTERrc2I0kvV6sM,"9 Trần Hưng Đạo, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9371712,108.4485328,4.8,889,,0933 079 857,https://www.facebook.com/caphetiemmaynhohoaia,OPERATIONAL,Thứ Hai: 06:00–22:00 | Thứ Ba: 06:00–22:00 | Thứ Tư: 06:00–22:00 | Thứ Năm: 06:00–22:00 | Thứ Sáu: 06:00–22:00 | Thứ Bảy: 06:00–22:00 | Chủ Nhật: 06:00–22:00,06:00,22:00,71.42857142857143
LIMI WORLD,địa điểm checkin,1,20,1441,0,,https://www.tiktok.com/@quanthedulichpini/video/7433598646714748177,"🌟 LIMI WORLD 🌟 – Thiên đường vui chơi tuyệt vời cho các bé tại Pi Ni Đà Lạt! 🎡
Đến LIMI WORLD, các bé sẽ được thỏa sức khám phá thế giới trò chơi đầy màu sắc với vô vàn hoạt động lý thú và sáng tạo. Đây không chỉ là nơi vui chơi mà còn giúp các bé phát triển kỹ năng và khám phá bản thân qua từng trò chơi hấp dẫn! 🎨🎠
👨‍👩‍👧‍👦 Hãy đến Pi Ni và mang lại cho bé những kỷ niệm đáng nhớ tại LIMI WORLD – nơi bé thỏa sức vui chơi và học hỏi! 🌈💖
-------------------------------
💞𝓠𝓾𝓪̂̀𝓷 𝓣𝓱𝓮̂̉ 𝓚𝓱𝓾 𝓓𝓾 𝓛𝓲̣𝓬𝓱 𝓟𝓲 𝓝𝓲 Đ𝓪̀ 𝓛𝓪̣𝓽💞
𝐴𝑑𝑑: thôn Đạ Nghịt, xã Lát, huyện Lạc Dương, tỉnh Lâm Đồng
𝐻𝑜𝑡𝑙𝑖𝑛𝑒: 02633 733888
#KDLPiNi #DulichDaLat #khamphadalat #xh #xuhuong2024tiktok❤️🌈✔️ #xuhuong2024 #dulich #dulichdalat2024 #xuhuong2024❤️ #DaLat #baby #playstation #kids #playground",1,10.16,,3D World Da Lat,ChIJ-eX6my4TcTEResLMrUcQez8,"03 Đ. Lê Thị Hồng Gấm, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9423551,108.4378273,4.4,313,,0263 3546 546,https://www.facebook.com/thegioichuphinh3d,OPERATIONAL,Thứ Hai: 08:00–20:00 | Thứ Ba: 08:00–20:00 | Thứ Tư: 08:00–20:00 | Thứ Năm: 08:00–20:00 | Thứ Sáu: 08:00–20:00 | Thứ Bảy: 08:00–20:00 | Chủ Nhật: 08:00–20:00,08:00,20:00,66.66666666666667
Tiệm cà phê Hoàng Hôn Chiều,cafe,1,50,900,63,,https://www.tiktok.com/@onenightstation/video/7551067372229102866,"Tiệm cà phê Hoàng Hôn Chiều
 📸 2024 Dec, 14
•
•
• 
#dalat #vietnam #เวียดนาม #ดาลัด #เที่ยวเวียดนาม ",1,10.14,,Tiệm cà phê Hoàng Hôn Chiều,ChIJefpt7bcTcTERPpkCD7MToVw,"Dốc số 9, Trại Mát, Xuân Trường - Đà Lạt, Lâm Đồng, Việt Nam",11.9402089,108.5079402,4.1,1186,,0902 266 398,https://m.facebook.com/tiemcapheHoangHonChieu/,OPERATIONAL,Thứ Hai: 05:00–20:00 | Thứ Ba: 05:00–20:00 | Thứ Tư: 05:00–20:00 | Thứ Năm: 05:00–20:00 | Thứ Sáu: 05:00–20:00 | Thứ Bảy: 05:00–20:00 | Chủ Nhật: 05:00–20:00,05:00,20:00,100
Trạm Nắng,địa điểm checkin,1,32,741,6,,https://www.tiktok.com/@tramnangvuaanvuachill/video/7638631491089501458,"Đón hoàng hôn tại Trạm Nắng 😋
#tramnang #tramnangbbq #dalatangi #quannuongdalat #tramnangdalat",1,10.11,,Trạm Nắng BBQ & More,ChIJTRf1-0QTcTERjNqAvGPwKP0,"18 Đường Đống Đa, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9270808,108.4409492,4.5,480,,0865 751 768,,OPERATIONAL,Thứ Hai: 15:00–22:00 | Thứ Ba: 15:00–22:00 | Thứ Tư: 15:00–22:00 | Thứ Năm: 15:00–22:00 | Thứ Sáu: 15:00–22:00 | Thứ Bảy: 15:00–22:00 | Chủ Nhật: 15:00–22:00,15:00,22:00,81.66666666666667
Chuyện Của Mơ,cafe,1,24,568,15200,,https://www.tiktok.com/@vnexpress_hanoi/video/7639762005133479186,"The dreamy café in Da Lat 🇻🇳☕✨



Location: Chuyện Của Mơ



It truly feels like stepping into a fairytale - soft lights, cozy corners, and peaceful views 🌿💛

For the best seats with a view, it’s better to make a reservation in advance.

The place gets crowded in the evening, so try to arrive before 5:30 PM.



#dalat #vietnamtravel #cafedalate #chuyencuamo  #travelvibes ",1,10.08,,Chuyện của mơ,ChIJKT_meQATcTERLyigumrm5Ig,"6 Đường Khởi Nghĩa Bắc Sơn, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9361414,108.4521992,,,,,,OPERATIONAL,,,,100
đồi Hòn Bồ,thiên nhiên,1,10,521,962,,https://www.tiktok.com/@huuhoang27/video/7615615255854599432,"Test Cam Mi15u ngày và đêm tại đồi Hòn Bồ Đà Lạt, xin lỗi trước vì mình không biết chụp 😅 #xiaomi #cảnhđẹpthiênnhiên  #dalat #tym #xăng ",1,10.06,,Núi Hòn Bồ,ChIJb8sML28ScTERoZjuRE044Xk,"30 dốc hòn bồ, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9736875,108.4894375,4.6,285,,0796 598 957,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,80.0
Vũ Homestay Đà Lạt,homestay,1,24,304,3885,"3.x.x – 4.x.x /đêm, 5.x.x – 7.x.x /đêm",https://www.tiktok.com/@vuhomestaydalat25/video/7585116320832752903,"🌿 Sen đá ở Đà Lạt – nhỏ xíu nhưng bền bỉ.
Giữa tiết trời se lạnh và nắng nhẹ, những chậu sen đá nằm yên bên hiên nhà, không cần chăm nhiều nhưng lúc nào cũng xanh. Sen đá ở Đà Lạt nhìn vậy mà rất có hồn, chậm rãi và bình thản như chính nhịp sống nơi đây.

Người ta hay nói sen đá giống con người ở Đà Lạt:
ít nói, không ồn ào, nhưng sống rất lâu và rất bền. Chỉ cần đặt cạnh cửa sổ, có nắng sáng chiếu vào là đủ để thấy một góc nhỏ bình yên.

Đà Lạt có nhiều điều giản dị như thế —
một chậu sen đá, một buổi sáng lạnh, một căn phòng nhìn ra thành phố.

Nếu anh/chị ghé Đà Lạt và muốn tìm một nơi ở yên tĩnh:

🏡 Vũ Homestay Đà Lạt – nhà gỗ vintage, phòng view kính – ban công nhìn thành phố
📍 25/34/3 Nhà Chung – Phường Xuân Hương (Phường 3 cũ)
🌸 Phòng đơn: 3.x.x – 4.x.x /đêm
🌸 Phòng đôi: 5.x.x – 7.x.x /đêm
👥 Nhận 8–12 người
🔥 Có bếp nấu & bếp nướng BBQ
🚲 Cho thuê xe máy
📞 0375.446.420 – 0399.506.311

Có những thứ nhỏ bé ở Đà Lạt,
nhưng lại làm người ta nhớ rất lâu 🌿

⸻

#SenDaDaLat #VuHomestayDaLat
#DaLatSongCham #HomestayDaLat
#GocNhoDaLat #DaLatMuaLanh",1,10.05,,Vũ Homestay Đà Lạt,ChIJKWU9c7MTcTERRTleY4nZVI8,"25/34/3, Đường Nhà Chung, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9331851,108.4382726,4.9,74,,0375 446 420,,OPERATIONAL,,,,100
Cây Cam Ngọt,cafe,1,15,177,123,,https://www.tiktok.com/@trangduongnehehe/video/7638165648136260884,Dẫn con gái nhỏ đi quán Cây Cam Ngọt mà mẹ thích 🍊 #mothersday #caycamngot #dalat ,1,10.03,,Cây Cam Ngọt,ChIJe4V0x-ATcTERHbSqtwLpzQA,"Hẻm 57 Khe Sanh, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9274805,108.4618828,4.8,311,,0966 936 938,https://www.facebook.com/caycamngot.dalat?mibextid=LQQJ4d,OPERATIONAL,Thứ Hai: 07:30–18:00 | Thứ Ba: 07:30–18:00 | Thứ Tư: 07:30–18:00 | Thứ Năm: 07:30–18:00 | Thứ Sáu: 07:30–18:00 | Thứ Bảy: 07:30–18:00 | Chủ Nhật: 07:30–18:00,07:30,18:00,100
Banh Mi,khác,1,12,60,161,,https://www.tiktok.com/@cheftybeh/video/7345600548818767137,The best Banh Mi in Dalat,1,10.02,,Bánh Căn Mi,ChIJ6xcVPKYTcTERZP842PHFE64,"5/33 Yersin, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9423839,108.4507468,4.6,252,,0989 688 711,,OPERATIONAL,Thứ Hai: 06:00–12:00 | Thứ Ba: 06:00–12:00 | Thứ Tư: 06:00–12:00 | Thứ Năm: 06:00–12:00 | Thứ Sáu: 06:00–12:00 | Thứ Bảy: 06:00–12:00 | Chủ Nhật: 06:00–12:00,06:00,12:00,66.66666666666667
