place_name,type,mention_count,total_digg,total_plays,max_followers,price_mentions,video_urls,video_caption,confidence_high,popularity_score,aliases,gmaps_name,gmaps_place_id,gmaps_address,lat,lng,gmaps_rating,gmaps_reviews_count,gmaps_price_level,gmaps_phone,gmaps_website,gmaps_status,opening_hours_text,open_time,close_time,fuzzy_score,tiktok_raw,gmaps_raw,tiktok_score_norm,gmaps_score_norm,attraction_score,open_min,close_min,visit_duration_min,include_in_route
Một Bữa Cơm,cafe,1,113,16600,803,,https://www.tiktok.com/@motbuacom.dl/video/7587392658046569748,Tại sao nên ghé Một Bữa Cơm vào dịp lễ tết sắp tới #antruadalat #dalat #1phutdalat #motbuacom #comnha #comtrua #dalatangi #xuhuong ,1,11.77,,Một Bữa Cơm,ChIJ3xA_HwATcTERawPFD9QnDqE,"WCFV+HW2, Xuân Hương - Đà Lạt, Lâm Đồng 66116, Việt Nam",11.9239543,108.4447926,4.3,117,,0903 660 376,,OPERATIONAL,Thứ Hai: 10:00–14:00 | Thứ Ba: 10:00–14:00 | Thứ Tư: 10:00–14:00 | Thứ Năm: 10:00–14:00 | Thứ Sáu: 10:00–14:00 | Thứ Bảy: 10:00–14:00 | Chủ Nhật: 10:00–14:00,10:00,14:00,100,16.77,20.51,0.0086,0.459,0.1888,600,840,60,True
Quán cơm gà,cà phê | nhà hàng,1,860,43000,111100,,https://www.tiktok.com/@nhanphepha/video/7620048187281263893,Quán cơm gà ngon ở Đà Lạt #dalat #nhanphepha #comgakuboc #quananngon #quanandalat ,1,15.16,,Quán Cơm Gà Xối Mỡ Như Ý,ChIJB_QVftcScTERaSBfqqpX3FI,"199 Đ. Bùi Thị Xuân, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9522048,108.439276,4.3,80,,0965 317 042,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,77.85714285714286,20.16,18.9,0.014,0.4228,0.1775,0,,45,True
De Ma’at Villa,homestay,1,12700,487000,33700,,https://www.tiktok.com/@nhatzzii/video/7360962928993914130,"📍De Ma’at Villa - Đà Lạt

Khu villa này gồm 3 căn theo 3 concept, căn của mình tên Vintage . Một căn nhà tone ấm tràn ngập ánh nắng tự nhiên, bao phủ xung quanh là bìa rừng xanh ngời, cả ngày gió đìu hiu chim hót líu lo nó chill dữ luôn 🥲

#dalat #travel #checkinvietnam #photoshoot #dalatcoffee #coffee #cafe #trip #dalathomestay #dalatreview #fyp #xh #xuhuong #viral #dalattrip #workshop #demaatvilladalat ",1,71.4,,De Ma’at Villa Đà Lạt,ChIJZ2CVADATcTERuMzThZ0MO2s,"5/5, Khe Sanh, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.936798,108.4593758,4.1,21,,0911 944 911,https://www.facebook.com/demaatVilla,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,100,76.4,12.67,0.1032,0.2836,0.1754,0,,0,False
Thác Voi,địa điểm checkin,1,101,4368,29200,,https://www.tiktok.com/@tuandatvendalat/video/7583615500593138964,"Thác Voi là cả nhà , ngoại ô Đà Lạt nhé ☘️☘️ #thacvoi #vendalat #namban #dalat #linhantu ",1,10.54,,Thác Voi,ChIJoxDbRf5BcTERi7FL1XsaLU8,"Thác Voi, Nam Ban Lâm Hà, Lâm Đồng, Việt Nam",11.8230091,108.3364973,3.9,125,,,,,,,,100,15.54,18.86,0.0067,0.422,0.1728,,,30,True
Đỉnh Langbiang,thiên nhiên,2,3147,66982,330,,https://www.tiktok.com/@dicungmonn/video/7638627134801480981,Chinh phục đỉnh LangBiangg #trekking #dallas #outfit #salomon #langbiang ,2,29.85,,Đỉnh Langbiang,ChIJMxXpEgANcTER1swISXhp4lA,"2CWR+X7, Lang Biang - Đà Lạt, Lâm Đồng, Việt Nam",12.0474337,108.4407372,4.6,32,,,,OPERATIONAL,,,,100,39.85,16.08,0.0452,0.3599,0.1711,,,90,True
Ò Ó Coffee & Tea,cafe,2,12039,299200,7891,,https://www.tiktok.com/@oocoffeeandtea/video/7441405361145367816,"Trời lạnh dễ catch a chill, cần người bên cạnh, teach me cách được iuuuuuu. Ò Ó Coffee & Tea, số 18 hẻm 1 Đặng Thái Thân p3 tp Đà Lạt. #dalat #caphe #coffee #caphedalat #dalatcaphe #coffeedalat #quotes ",2,61.96,,Ò Ó coffee & tea,ChIJf6oafAATcTER1PLOe4fELTI,"18 Đường Đặng Thái Thân, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9316258,108.4524659,5,11,,0589 250 901,,OPERATIONAL,Thứ Hai: 06:00–21:30 | Thứ Ba: 06:00–21:30 | Thứ Tư: 06:00–21:30 | Thứ Năm: 06:00–21:30 | Thứ Sáu: 06:00–21:30 | Thứ Bảy: 06:00–21:30 | Chủ Nhật: 06:00–21:30,06:00,21:30,100,71.96,12.42,0.0962,0.278,0.1689,360,1290,60,True
bánh mì Nga Đà Lạt,chợ quán,1,1480,81400,973,,https://www.tiktok.com/@makeuptamle/video/7021818490617187611,Ghé thăm bánh mì Nga Đà Lạt 🥖 thèm quá 😣#banhmidalat #anvatdalat #dalat #dalattrip #anngondalat #foodydalat #dalatreview #amthucdalat,1,19.62,,Bánh mì gà Nga 2,ChIJHdI365MTcTERaXV1R1wmsC4,"153 Phan Đình Phùng, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9458174,108.4345469,4.3,44,,,,OPERATIONAL,,,,81.4814814814815,24.62,16.37,0.0211,0.3663,0.1592,,,45,True
Timi Boutique Stay Đà Lạt,homestay,1,7515,190000,13200,chăm cơ,https://www.tiktok.com/@linnsharinghomedalat/video/7633422888690928903,"Làm s mà kiếm đc cái phòng cách 
quảng trường Đà Lạt 500m
Có view, có bồn tắm
Giá lại còn nằm ở hàng chăm cơ chứ @Timi Boutique Stay Đà Lạt #homestaydalat #dalat #linnsharinghomedalat #timiboutiquestay #cuoituanlinndidalatnha ",1,36.52,,Timi Boutique Stay,ChIJK_YI4sMTcTER5Y9XWmA2fJc,"BL04 KQH, Thái Lâm Đường Nguyễn Trung Trực, Xuân Hương - Đà Lạt, Lâm Đồng 66122, Việt Nam",11.9290785,108.4360206,5,17,,0776 986 385,,OPERATIONAL,,,,100,41.52,14.45,0.0479,0.3234,0.1581,,,0,False
Tiệm ăn vặt ở Đà Lạt,chợ quán,1,2946,109500,207600,,https://www.tiktok.com/@didalatcungtruc/video/7583956254150659348,"Tiệm ăn vặt ở Đà Lạt, có các món gà rán sốt ngon #anvatdalat #garandalat #isbtalents #didalatcungtruc #reviewdalat #ancungtiktok #monngondalat ",1,23.9,,Ăn vặt NiON,ChIJP01sVRsTcTERN1vSHj1vUn0,"17, 21 Đ. Hùng Vương, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9431098,108.4616628,4.9,22,,0396 479 727,,OPERATIONAL,Thứ Hai: 08:00–22:00 | Thứ Ba: 08:00–22:00 | Thứ Tư: 08:00–22:00 | Thứ Năm: 08:00–22:00 | Thứ Sáu: 08:00–22:00 | Thứ Bảy: 08:00–22:00 | Chủ Nhật: 08:00–22:00,08:00,22:00,66.66666666666667,28.9,15.36,0.0279,0.3438,0.1542,480,1320,45,True
Tháp Vinaphone,địa điểm checkin,1,176,4963,77200,,https://www.tiktok.com/@tiemnuongchillxomleo/video/7639607677848472850,Đi Đà Lạt phải 1 lần checkin Tháp Vinaphone và ăn nướng săn tàu cùng nhau #dalat #tiemnuongchillxomleo #dalattrip #buoitoidalat #xomleo ,1,10.67,,Tháp Vinaphone Đà Lạt,ChIJMSk9bAATcTERxhaKDqIC2rQ,"1/12 Hồ Tùng Mậu, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9373658,108.4385854,4.9,23,,,,OPERATIONAL,,,,100,15.67,15.57,0.0069,0.3484,0.1435,,,30,True
bánh canh chả cá,chợ quán,1,918,46100,12600,$1.50 yummy,https://www.tiktok.com/@minutemuncher/video/7433442583302425898,$1.50 yummy bánh canh chả cá in Da Lat. Must try in the upstairs food court! #vietnam #vietfood #vietnamesestreetfood #vietnamesemukbang #whattoeatinvietnam #vietfoodie #vietnamesefood #minutemuncher ,1,15.53,,BÁNH CANH CHẢ CÁ TY - ĐÀ LẠT,ChIJsU4UQYMTcTERMmP1X_JH4Z4,"35/8 Trần Khánh Dư, Lâm Viên - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9575875,108.4401864,4.9,19,,0983 371 046,,OPERATIONAL,Thứ Hai: 15:00–21:00 | Thứ Ba: 15:00–21:00 | Thứ Tư: 15:00–21:00 | Thứ Năm: 15:00–21:00 | Thứ Sáu: 15:00–21:00 | Thứ Bảy: 15:00–21:00 | Chủ Nhật: 15:00–21:00,15:00,21:00,100,20.53,14.68,0.0146,0.3285,0.1401,900,1260,45,True
Bản Garden,chợ quán,1,685,80700,207600,,https://www.tiktok.com/@didalatcungtruc/video/7590041201357786388,"Bản Garden, tiệm cơm đồng bào ngon ở Đà Lạt #bangardendalat #didalatcungtruc #isbtalents #reviewdalat #ancungtiktok #antruadalat ",1,18.76,,BB Garden,ChIJ21UP6kkTcTER9_3zHwMKBjk,"89 Đường Đống Đa, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9289521,108.4407999,3.2,80,,0948 573 583,https://www.facebook.com/profile.php?id=61558665037542&mibextid=LQQJ4d,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,84.21052631578947,23.76,14.06,0.0197,0.3147,0.1377,0,,45,True
DEVON COTTAGE Tea Room,cafe,1,33,3031,24,,https://www.tiktok.com/@caphedalatviewdep/video/7400256633311382791,"DEVON COTTAGE Tea Room in Dalat
#cafedalat #coffeetiktok #coffedalat #dalat #xh #xuhuong #xuhuong2024 #xhhhhhhhhhhhhhhhhhhhhhhh #fyp #viral #foryoupage ",1,10.34,,Tiệm trà Devon Cottage,ChIJDTdwAAATcTERFRec1Ybk2Yc,"9a Cô Giang, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9486993,108.4586885,4.3,30,,,,OPERATIONAL,,,,77.27272727272727,15.34,14.77,0.0064,0.3304,0.136,,,60,True
Lạc Dương Hill,địa điểm checkin,1,2420,130900,123300,,https://www.tiktok.com/@tiktokgapgiquaydo/video/7633944771379203335,"Lễ này các bạn lại có địa điểm mới để đi check in nữa rồi nè…
📍 Lạc Dương Hill ( 19/5 - F LangBiang - Đà Lạt )
##dalatreviewtravel##lacduonghill##thuyentrennui##caphechill",1,25.51,,Lạc Dương Hill coffee,ChIJMX34W4BzcTERbNX9hZt5Q-c,"Lang Biang - Đà Lạt, Lâm Đồng, Việt Nam",12.0060112,108.410169,4.1,22,,0354 160 591,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,95.0,30.51,12.86,0.0304,0.2877,0.1333,0,,30,True
Honami Farm,cafe,1,356,39900,88600,,https://www.tiktok.com/@anngoncungcam01/video/7633418157130108181,"Đà Lạt - Honami Farm 
Địa điểm, quán săn mây mới cách chợ Đà Lạt khoảng 10 phút đi xe máy rất là chill.
#xuhuong #review #coffee #sanmaydalat #dulich ",1,14.35,,Honami farm cafe,ChIJzQTnS6RtcTERhSQTFP85tbc,"Tổ 18 làng Quảng Thừa, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9168882,108.4097236,4,28,,0982 766 221,,OPERATIONAL,Thứ Hai: 06:00–18:00 | Thứ Ba: 06:00–18:00 | Thứ Tư: 06:00–18:00 | Thứ Năm: 06:00–18:00 | Thứ Sáu: 06:00–18:00 | Thứ Bảy: 06:00–18:00 | Chủ Nhật: 06:00–18:00,06:00,18:00,96.4814814814815,19.35,13.47,0.0127,0.3014,0.1282,360,1080,60,True
Cafe Đà Lạt,cafe,1,3672,215400,1600,,https://www.tiktok.com/@vuongtong_1/video/7632639675420855559,Cafe Đà Lạt phát triển tới mức này rồi sao? #xuhuongtiktok #dalat #cafedalat #reviewcafe #chuyencuamo ,1,35.21,,Xe cafe Dalat.,ChIJg8cJaQATcTERgLTG65H8LW8,"28 Trần Hưng Đạo, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9396555,108.4576376,5,8,,,,OPERATIONAL,Thứ Hai: 07:00–11:30 | Thứ Ba: 07:00–11:30 | Thứ Tư: 07:00–11:30 | Thứ Năm: 07:00–11:30 | Thứ Sáu: 07:00–11:30 | Thứ Bảy: 07:00–11:30 | Chủ Nhật: 07:00–11:30,07:00,11:30,87.72727272727273,40.21,10.99,0.0458,0.2458,0.1258,420,690,60,True
Tiệm cơm,khác,1,596,49000,199100,,https://www.tiktok.com/@trongtamdalat/video/7631396488651787528,"Tiệm cơm ngon như nhà nấu , mọi người thử ăn chưa? #dalat #ongboreviewdalat #reviewdalat ",1,15.5,,Tiệm Cơm Ny Đà Lạt,ChIJNWy8KQATcTERy9oBsfzo89k,"47 Đ. Hùng Vương, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9479156,108.4657839,5,11,,0844 327 879,,OPERATIONAL,,,,99.21052631578947,20.5,12.42,0.0146,0.278,0.1199,,,45,True
Mint Coffee & Tea,cafe,1,3909,103400,5678,,https://www.tiktok.com/@quanngondalat/video/7606963392359730452,"Quán cà phê Đà Lạt có nhiều món nước  đa dạng, vị trí gần trung tâm Đà Lạt
📍Mint Coffee & Tea
#caphedalat #mintcoffeeandtea #quanngondalat #reviewdalat #dulichdalat ",1,24.25,,Mint Coffee & Tea,ChIJGZ-gEQATcTERFumrHMt_kGE,"12 Phan Chu Trinh, Lâm Viên - Đà Lạt, Lâm Đồng 67000, Việt Nam",11.949691,108.4646613,3.2,27,,0961 613 113,,OPERATIONAL,Thứ Hai: 07:00–22:00 | Thứ Ba: 07:00–22:00 | Thứ Tư: 07:00–22:00 | Thứ Năm: 07:00–22:00 | Thứ Sáu: 07:00–22:00 | Thứ Bảy: 07:00–22:00 | Chủ Nhật: 07:00–22:00,07:00,22:00,100,29.25,10.66,0.0284,0.2386,0.1125,420,1320,60,True
Cà phê tone đen trắng,cafe,1,1599,37600,60300,,https://www.tiktok.com/@chulamreview/video/7443678965849541889,Tiệm cà phê tone đen trắng cực xịn tại Đà Lạt#xuhuongtiktok2024 #cafesongao #reviewcafe #reviewcafesongao #cafe #quáncafeviewđẹp #cafedalat #tiktok #xuhuong #review #reviewdalat #viralvideo #chulamreview #waicafe ,1,15.36,,Cà phê Trắng Đen,ChIJP9wAgsVtcTER0igUpB_aR20,"10 Đường Bạch Đằng, Lang Biang - Đà Lạt, Lâm Đồng 02633, Việt Nam",11.9597986,108.4250682,5,5,,0966 316 169,,OPERATIONAL,Thứ Hai: 06:00–21:30 | Thứ Ba: 06:00–21:30 | Thứ Tư: 06:00–21:30 | Thứ Năm: 06:00–21:30 | Thứ Sáu: 06:00–21:30 | Thứ Bảy: 06:00–21:30 | Chủ Nhật: 06:00–21:30,06:00,21:30,86.48648648648648,20.36,8.96,0.0143,0.2005,0.0888,360,1290,60,True
Lang Biang,địa điểm checkin,2,6292,306600,482400,59k,https://www.tiktok.com/@dichungxe/video/7602949300955516168,"Lên ngay con tướng Lang Biang

#dichungxe #dcx #trekking #langbiang ",2,56.95,Tiệm cơm 1 điều ước,Lang Biang - Đà Lạt,ChIJ4WwmVVULcTERicYROvLzhdo,"Lang Biang - Đà Lạt, Lâm Đồng, Việt Nam",12.0609635,108.4038672,,,,,,,,,,100,66.95,0.0,0.0882,0.0,0.0882,,,30,True
Rendez-vous,cafe,1,18,4349,239,,https://www.tiktok.com/@rendezvous_dalat/video/7523389423199849735,"☕🍰 Rendez-vous – Góc nhỏ cho những buổi trà chiều lãng mạn hay cho 1 buổi tối hẹn hò yêu thương.
🎹 Live piano mỗi tối Thứ Bảy
⏰ 19:20 – 20:20
🕰 Mở cửa: 6:30 – 20:30
📍 142 Yersin,  P.9, Đà Lạt 
Không gian cổ điển, ấm cúng – nơi bạn có thể nhâm nhi trà ngon, bánh ngọt và để tâm hồn dịu lại.

Rendez-vous – Where every sip tells a story. 🌿
☕🍰 Rendez-vous – A cozy corner for romantic afternoon teas or a loving evening date.
🎹 Live piano every Saturday night
⏰ 7:20 PM – 8:20 PM
🕰 Open daily: 6:30 AM – 8:30 PM
📍 142 Yersin Street, Ward 9, Da Lat

Rendez-vous – Where every sip tells a story. 🌿
#xuhuong #xuhuongtiktok 
#CafeDaLat
#TeaTimeDaLat
#QuanTraDaLat
#DaLatCafe
#TramGiuaDaLat
#DaLatVibes
#ChillInDaLat
#TronVaoDaLat
#HiddenGemDaLat
#DaLatMood
#DaLatMoments
#DaLatTrip
#DaLatView
#GocNhoDaLat
#QuanDepDaLat
#DaLatCheckin
#ChieuDaLat
#TraVaNhac
#PianoAndTea
#VintageDaLat
#DaLatRetro
#RomanticDaLat
#MustTryInDaLat
#DaLatCafeTour
#DaLatFoodie 
#DaLatHiddenSpot 
#CheckInDaLat
#BestCafeInDaLat
#CafeViewDepDaLat
#SlowLivingDaLat
#RendezvousPianoNight
#DaLatTeaBlend
#RendezvousGarden
#TeaWithAStory
#RendezvousTeaAndCafe
#RendezvousMoments#
#WhereEverySipTellsAStory",1,10.45,,RENDEZ-VOUS TEA & CAFE,ChIJaT8EfAATcTERbRrIvIzjKTQ,"142 Yersin, Lâm Viên - Đà Lạt, Lâm Đồng 660000, Việt Nam",11.9450546,108.4532269,5,5,,0379 318 618,https://www.facebook.com/share/1PXaukiw99/,OPERATIONAL,Thứ Hai: 08:00–21:00 | Thứ Ba: 08:00–21:00 | Thứ Tư: 08:00–21:00 | Thứ Năm: 08:00–21:00 | Thứ Sáu: 08:00–21:00 | Thứ Bảy: 08:00–21:00 | Chủ Nhật: 08:00–21:00,08:00,21:00,85.96774193548387,15.45,8.96,0.0066,0.2005,0.0841,480,1260,60,True
Quán ăn vặt,chợ quán,3,4125,136900,199100,giá rẻ,https://www.tiktok.com/@sasavivudalat/video/7638476715794173192 | https://www.tiktok.com/@quanngondalat/video/7522764403435982088,"Quán ăn vặt với món nước dừa tươi full topping, bánh tráng trộn, bánh tráng cuộn...#dalat #dalatreview #reviewdalat #ongboreviewdalat ",3,29.51,,Quán ăn vặt O Chi,ChIJpWpnegATcTERTmNCkLryRhc,"2 Hoàng Hoa Thám, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9407514,108.4629965,5,1,,0858 077 579,,OPERATIONAL,Thứ Hai: 15:00–00:10 | Thứ Ba: 15:00–00:10 | Thứ Tư: 15:00–00:10 | Thứ Năm: 15:00–00:10 | Thứ Sáu: 15:00–00:10 | Thứ Bảy: 15:00–00:10 | Chủ Nhật: 15:00–00:10,15:00,00:10,93.57142857142857,62.81,3.47,0.0817,0.0775,0.08,900,1450,45,True
Quán bún mộc,chợ quán,1,2253,82200,302500,,https://www.tiktok.com/@chidichilll/video/7633724109511200007,Quán bún mộc ngon tại Đà Lạt #chidichill #diadiemanuongdalat   #anuongdalat #ansangdalat #bunmocdalat,1,20.47,,"Quán bún Mộc, Thịt Vịt",ChIJR_1K8rQTcTERHyzxe6zBHY4,"2, 12 Vạn Hạnh, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9625958,108.4431388,5,3,,,,OPERATIONAL,,,,87.72727272727273,25.47,6.93,0.0224,0.1551,0.0755,,,45,True
Tiệm ăn vặt,chợ quán,1,4959,181200,199100,,https://www.tiktok.com/@trongtamdalat/video/7366211336776338706,Tiệm ăn vặt ngon lâu năm ít ai review bạn biết #dalat #dalatreview #ongboreviewdalat #reviewdalat #ancungtiktok ,1,33.08,,Tiệm ăn vặt 168,ChIJb_vWUIUTcTERs5EC5wEJ-Eg,"5E Trần Hưng Đạo, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9369552,108.447179,5,2,,0833 218 883,,OPERATIONAL,Thứ Hai: 14:00–23:00 | Thứ Ba: 14:00–23:00 | Thứ Tư: 14:00–23:00 | Thứ Năm: 14:00–23:00 | Thứ Sáu: 14:00–23:00 | Thứ Bảy: 14:00–23:00 | Chủ Nhật: 14:00–23:00,14:00,23:00,99.61538461538461,38.08,5.49,0.0424,0.1229,0.0746,840,1380,45,True
The KingDom,địa điểm checkin,1,2162,111500,1333,,https://www.tiktok.com/@dalatusdt/video/7616042254498762004,"The KingDom - Lạc Dương Đà Lạt 
#thekingdom #diadiemcheckindalat #viral #phongcanhdalat #dalat ",1,23.31,,The Kingdom,ChIJe1rUbgBvcTERYw9L_W9DphY,"X8PJ+HPV, Lang Biang - Đà Lạt, Lâm Đồng, Việt Nam",11.9864835,108.3317905,4,4,,0983 539 539,http://homestay.phatdat.group/,OPERATIONAL,,,,100,28.31,6.44,0.0269,0.144,0.0738,,,30,True
Checkin,địa điểm checkin,1,5184,292500,8923,,https://www.tiktok.com/@runggiaohuong/video/7572796495397719304,"Toạ độ checkin cực xịn ở Đà Lạt ✨

#runggiaohuong #cafedalatngon #cafedalat #dulichdalat #checkindalat ",1,44.43,Toạ độ checkin,Đà Lạt Checkin,ChIJywp-8qNtcTERk3mts6p7iEU,"35 An Tôn, Cam Ly - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9391296,108.416051,4,1,,0913 655 168,http://dalatcheckin.com/,OPERATIONAL,,,,100,49.43,2.77,0.0604,0.062,0.0611,,,30,True
Quán cơm Linh,cafe,2,2740,168900,101400,,https://www.tiktok.com/@huongnoidian/video/7531414422338768146 | https://www.tiktok.com/@quancomlinhdalat/video/7639309889264848149,+ 1 máy ghiền Quán cơm Linh ở Đà Lạt #reviewanngon #ancungtiktok #LearnOnTikTok #tryitwithtiktok #huongnoidian ,2,29.15,,Quán cơm Linh,ChIJKS0nUgATcTER4oWQE7e240A,"31 KQH Phạm Hồng Thái, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9414509,108.4561451,,,,0978 262 824,https://quancomlinhdalat.com/,OPERATIONAL,"Thứ Hai: 10:30–15:00, 17:00–19:30 | Thứ Ba: 10:30–15:00, 17:00–19:30 | Thứ Tư: 10:30–15:00, 17:00–19:30 | Thứ Năm: 10:30–15:00, 17:00–19:30 | Thứ Sáu: 10:30–15:00, 17:00–19:30 | Thứ Bảy: 10:30–15:00, 17:00–19:30 | Chủ Nhật: 10:30–15:00, 17:00–19:30",10:30,15:00,100,49.63,0.0,0.0608,0.0,0.0608,630,900,60,True
LUXURY HOTEL ĐÀ LẠT,khách sạn,1,89,4814,123400,rẻ,https://www.tiktok.com/@tiktokgapgiquaydo/video/7638409963882188040,"Một địa điểm lưu trú tại Đà Lạt đã đẹp mà lại còn rẻ nữa nè các bạn ơi…
Các bạn lên Đà Lạt thì nhớ tham khảo khách sạn này nha.
📍 LUXURY HOTEL ĐÀ LẠT ( 124 - Tô Hiến Thành - Đà Lạt )
#d#dalatreviewtravel#l#luxuryhoteldalat1#124tohienthanhdalatn#nhanghidalat",1,10.57,,Luxury Hotel - Đà Lạt,ChIJd8s0TasTcTERLgTRvMPP1bM,"124 Đường Tô Hiến Thành, Đà Lạt, Lâm Đồng 66122, Việt Nam",11.9295832,108.4432347,5,2,,0263 6299 993,,OPERATIONAL,,,,100,15.57,5.49,0.0067,0.1229,0.0532,,,0,False
quán ăn đêm,chợ quán,1,425,29400,26600,,https://www.tiktok.com/@ducdodalat/video/7293409881950833928,"Review quán ăn đêm Đà Lạt ngon, gần chợ đêm #quanandalat #dalatangi #ducdodalat#ducdat #reviewdalat ",0,13.37,,Quán ăn đêm Đà Lạt,ChIJu-iNPDkTcTERuFk1n4rZkks,"8 Đường Mẫu Tâm, Du Sinh, Cam Ly - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9352275,108.4206296,3.7,3,,,,OPERATIONAL,Thứ Hai: 19:00–02:00 | Thứ Ba: 19:00–02:00 | Thứ Tư: 19:00–02:00 | Thứ Năm: 19:00–02:00 | Thứ Sáu: 19:00–02:00 | Thứ Bảy: 19:00–02:00 | Chủ Nhật: 19:00–02:00,19:00,02:00,100,13.37,5.13,0.0032,0.1148,0.0479,1140,1560,45,True
Cherry Pet Coffee,cafe,1,227,28300,7450,,https://www.tiktok.com/@hiakhoa/video/7326562163907235074,"Bạn có biết Đà Lạt vừa có 1 quán cafe thú cưng mới. Đây là Cherry Pet Coffee ở Tự Phước nha. Mở cửa 7:00-22:00.
#quancafedalat #dalat #dalat2024 ",1,13.06,,coffee Cherry,ChIJy8uBEQATcTERruvmQA2t6yw,"01 Đường Mê Linh, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9598042,108.4693927,,,,,,OPERATIONAL,,,,86.66666666666667,18.06,0.0,0.0107,0.0,0.0107,,,60,True
Chuyện Của Mơ,cafe,1,24,568,15200,,https://www.tiktok.com/@vnexpress_hanoi/video/7639762005133479186,"The dreamy café in Da Lat 🇻🇳☕✨



Location: Chuyện Của Mơ



It truly feels like stepping into a fairytale - soft lights, cozy corners, and peaceful views 🌿💛

For the best seats with a view, it’s better to make a reservation in advance.

The place gets crowded in the evening, so try to arrive before 5:30 PM.



#dalat #vietnamtravel #cafedalate #chuyencuamo  #travelvibes ",1,10.08,,Chuyện của mơ,ChIJKT_meQATcTERLyigumrm5Ig,"6 Đường Khởi Nghĩa Bắc Sơn, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9361414,108.4521992,,,,,,OPERATIONAL,,,,100,15.08,0.0,0.006,0.0,0.006,,,60,True
